orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
10420,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.120000000000000000,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10421,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.230000000000000000,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10422,FRANS,2,1997-01-22,1997-02-19,1997-01-31,1,3.020000000000000000,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy
10423,GOURL,6,1997-01-23,1997-02-06,1997-02-24,3,24.500000000000000000,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
10424,MEREP,7,1997-01-23,1997-02-20,1997-01-27,2,370.610000000000000000,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10425,LAMAI,6,1997-01-24,1997-02-21,1997-02-14,2,7.930000000000000000,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10426,GALED,4,1997-01-27,1997-02-24,1997-02-06,1,18.690000000000000000,Galería del gastronómo,Rambla de Cataluña 23,Barcelona,,8022,Spain
10427,PICCO,4,1997-01-27,1997-02-24,1997-03-03,2,31.290000000000000000,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10428,REGGC,7,1997-01-28,1997-02-25,1997-02-04,1,11.090000000000000000,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10429,HUNGO,3,1997-01-29,1997-03-12,1997-02-07,2,56.630000000000000000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10430,ERNSH,4,1997-01-30,1997-02-13,1997-02-03,1,458.780000000000000000,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10431,BOTTM,4,1997-01-30,1997-02-13,1997-02-07,2,44.170000000000000000,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10432,SPLIR,3,1997-01-31,1997-02-14,1997-02-07,2,4.340000000000000000,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10433,PRINI,3,1997-02-03,1997-03-03,1997-03-04,3,73.830000000000000000,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10434,FOLKO,3,1997-02-03,1997-03-03,1997-02-13,2,17.920000000000000000,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10435,CONSH,8,1997-02-04,1997-03-18,1997-02-07,2,9.210000000000000000,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
10436,BLONP,3,1997-02-05,1997-03-05,1997-02-11,2,156.660000000000000000,Blondel père et fils,24 place Kléber,Strasbourg,,67000,France
10437,WARTH,8,1997-02-05,1997-03-05,1997-02-12,1,19.970000000000000000,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10438,TOMSP,3,1997-02-06,1997-03-06,1997-02-14,2,8.240000000000000000,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10439,MEREP,6,1997-02-07,1997-03-07,1997-02-10,3,4.070000000000000000,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10440,SAVEA,4,1997-02-10,1997-03-10,1997-02-28,2,86.530000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10441,OLDWO,3,1997-02-10,1997-03-24,1997-03-14,2,73.020000000000000000,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10442,ERNSH,3,1997-02-11,1997-03-11,1997-02-18,2,47.940000000000000000,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10443,REGGC,8,1997-02-12,1997-03-12,1997-02-14,1,13.950000000000000000,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10444,BERGS,3,1997-02-12,1997-03-12,1997-02-21,3,3.500000000000000000,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10445,BERGS,3,1997-02-13,1997-03-13,1997-02-20,1,9.300000000000000000,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10446,TOMSP,6,1997-02-14,1997-03-14,1997-02-19,1,14.680000000000000000,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10447,RICAR,4,1997-02-14,1997-03-14,1997-03-07,2,68.660000000000000000,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10448,RANCH,4,1997-02-17,1997-03-17,1997-02-24,2,38.820000000000000000,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
10449,BLONP,3,1997-02-18,1997-03-18,1997-02-27,2,53.300000000000000000,Blondel père et fils,24 place Kléber,Strasbourg,,67000,France
10450,VICTE,8,1997-02-19,1997-03-19,1997-03-11,2,7.230000000000000000,Victuailles en stock,2 rue du Commerce,Lyon,,69004,France
10451,QUICK,4,1997-02-19,1997-03-05,1997-03-12,3,189.090000000000000000,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10452,SAVEA,8,1997-02-20,1997-03-20,1997-02-26,1,140.260000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10453,AROUT,1,1997-02-21,1997-03-21,1997-02-26,2,25.360000000000000000,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10454,LAMAI,4,1997-02-21,1997-03-21,1997-02-25,3,2.740000000000000000,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10455,WARTH,8,1997-02-24,1997-04-07,1997-03-03,2,180.450000000000000000,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10456,KOENE,8,1997-02-25,1997-04-08,1997-02-28,2,8.120000000000000000,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10457,KOENE,2,1997-02-25,1997-03-25,1997-03-03,1,11.570000000000000000,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10458,SUPRD,7,1997-02-26,1997-03-26,1997-03-04,3,147.060000000000000000,Suprêmes délices,Boulevard Tirou 255,Charleroi,,B-6000,Belgium
10459,VICTE,4,1997-02-27,1997-03-27,1997-02-28,2,25.090000000000000000,Victuailles en stock,2 rue du Commerce,Lyon,,69004,France
10460,FOLKO,8,1997-02-28,1997-03-28,1997-03-03,1,16.270000000000000000,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10461,LILAS,1,1997-02-28,1997-03-28,1997-03-05,3,148.610000000000000000,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10462,CONSH,2,1997-03-03,1997-03-31,1997-03-18,1,6.170000000000000000,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
10463,SUPRD,5,1997-03-04,1997-04-01,1997-03-06,3,14.780000000000000000,Suprêmes délices,Boulevard Tirou 255,Charleroi,,B-6000,Belgium
10464,FURIB,4,1997-03-04,1997-04-01,1997-03-14,2,89.000000000000000000,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10465,VAFFE,1,1997-03-05,1997-04-02,1997-03-14,3,145.040000000000000000,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10466,COMMI,4,1997-03-06,1997-04-03,1997-03-13,1,11.930000000000000000,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
10467,MAGAA,8,1997-03-06,1997-04-03,1997-03-11,2,4.930000000000000000,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10468,KOENE,3,1997-03-07,1997-04-04,1997-03-12,3,44.120000000000000000,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10469,WHITC,1,1997-03-10,1997-04-07,1997-03-14,1,60.180000000000000000,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10470,BONAP,4,1997-03-11,1997-04-08,1997-03-14,2,64.560000000000000000,Bon app',12 rue des Bouchers,Marseille,,13008,France
10471,BSBEV,2,1997-03-11,1997-04-08,1997-03-18,3,45.590000000000000000,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10472,SEVES,8,1997-03-12,1997-04-09,1997-03-19,1,4.200000000000000000,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10473,ISLAT,1,1997-03-13,1997-03-27,1997-03-21,3,16.370000000000000000,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10474,PERIC,5,1997-03-13,1997-04-10,1997-03-21,2,83.490000000000000000,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
10475,SUPRD,9,1997-03-14,1997-04-11,1997-04-04,1,68.520000000000000000,Suprêmes délices,Boulevard Tirou 255,Charleroi,,B-6000,Belgium
10476,HILAA,8,1997-03-17,1997-04-14,1997-03-24,3,4.410000000000000000,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10477,PRINI,5,1997-03-17,1997-04-14,1997-03-25,2,13.020000000000000000,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10478,VICTE,2,1997-03-18,1997-04-01,1997-03-26,3,4.810000000000000000,Victuailles en stock,2 rue du Commerce,Lyon,,69004,France
10479,RATTC,3,1997-03-19,1997-04-16,1997-03-21,3,708.950000000000000000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10480,FOLIG,6,1997-03-20,1997-04-17,1997-03-24,2,1.350000000000000000,Folies gourmandes,184 chaussée de Tournai,Lille,,59000,France
10481,RICAR,8,1997-03-20,1997-04-17,1997-03-25,2,64.330000000000000000,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10482,LAZYK,1,1997-03-21,1997-04-18,1997-04-10,3,7.480000000000000000,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10483,WHITC,7,1997-03-24,1997-04-21,1997-04-25,2,15.280000000000000000,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10484,BSBEV,3,1997-03-24,1997-04-21,1997-04-01,3,6.880000000000000000,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10485,LINOD,4,1997-03-25,1997-04-08,1997-03-31,2,64.450000000000000000,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10486,HILAA,1,1997-03-26,1997-04-23,1997-04-02,2,30.530000000000000000,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10487,QUEEN,2,1997-03-26,1997-04-23,1997-03-28,2,71.070000000000000000,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10488,FRANK,8,1997-03-27,1997-04-24,1997-04-02,2,4.930000000000000000,Frankenversand,Berliner Platz 43,München,,80805,Germany
10489,PICCO,6,1997-03-28,1997-04-25,1997-04-09,2,5.290000000000000000,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10490,HILAA,7,1997-03-31,1997-04-28,1997-04-03,2,210.190000000000000000,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10491,FURIB,8,1997-03-31,1997-04-28,1997-04-08,3,16.960000000000000000,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10492,BOTTM,3,1997-04-01,1997-04-29,1997-04-11,1,62.890000000000000000,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10493,LAMAI,4,1997-04-02,1997-04-30,1997-04-10,3,10.640000000000000000,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10494,COMMI,4,1997-04-02,1997-04-30,1997-04-09,2,65.990000000000000000,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
10495,LAUGB,3,1997-04-03,1997-05-01,1997-04-11,3,4.650000000000000000,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10496,TRADH,7,1997-04-04,1997-05-02,1997-04-07,2,46.770000000000000000,Tradiçao Hipermercados,Av. Inês de Castro 414,Sao Paulo,SP,05634-030,Brazil
10497,LEHMS,7,1997-04-04,1997-05-02,1997-04-07,1,36.210000000000000000,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10498,HILAA,8,1997-04-07,1997-05-05,1997-04-11,2,29.750000000000000000,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10499,LILAS,4,1997-04-08,1997-05-06,1997-04-16,2,102.020000000000000000,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10500,LAMAI,6,1997-04-09,1997-05-07,1997-04-17,1,42.680000000000000000,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10501,BLAUS,9,1997-04-09,1997-05-07,1997-04-16,3,8.850000000000000000,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10502,PERIC,2,1997-04-10,1997-05-08,1997-04-29,1,69.320000000000000000,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
10503,HUNGO,6,1997-04-11,1997-05-09,1997-04-16,2,16.740000000000000000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10504,WHITC,4,1997-04-11,1997-05-09,1997-04-18,3,59.130000000000000000,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10505,MEREP,3,1997-04-14,1997-05-12,1997-04-21,3,7.130000000000000000,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10506,KOENE,9,1997-04-15,1997-05-13,1997-05-02,2,21.190000000000000000,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10507,ANTON,7,1997-04-15,1997-05-13,1997-04-22,1,47.450000000000000000,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10508,OTTIK,1,1997-04-16,1997-05-14,1997-05-13,2,4.990000000000000000,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10509,BLAUS,4,1997-04-17,1997-05-15,1997-04-29,1,0.150000000000000000,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10510,SAVEA,6,1997-04-18,1997-05-16,1997-04-28,3,367.630000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10511,BONAP,4,1997-04-18,1997-05-16,1997-04-21,3,350.640000000000000000,Bon app',12 rue des Bouchers,Marseille,,13008,France
10512,FAMIA,7,1997-04-21,1997-05-19,1997-04-24,2,3.530000000000000000,Familia Arquibaldo,Rua Orós 92,Sao Paulo,SP,05442-030,Brazil
10513,WANDK,7,1997-04-22,1997-06-03,1997-04-28,1,105.650000000000000000,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10514,ERNSH,3,1997-04-22,1997-05-20,1997-05-16,2,789.950000000000000000,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10515,QUICK,2,1997-04-23,1997-05-07,1997-05-23,1,204.470000000000000000,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10516,HUNGO,2,1997-04-24,1997-05-22,1997-05-01,3,62.780000000000000000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10517,NORTS,3,1997-04-24,1997-05-22,1997-04-29,3,32.070000000000000000,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK
10518,TORTU,4,1997-04-25,1997-05-09,1997-05-05,2,218.150000000000000000,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10519,CHOPS,6,1997-04-28,1997-05-26,1997-05-01,3,91.760000000000000000,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10520,SANTG,7,1997-04-29,1997-05-27,1997-05-01,1,13.370000000000000000,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
10521,CACTU,8,1997-04-29,1997-05-27,1997-05-02,2,17.220000000000000000,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
10522,LEHMS,4,1997-04-30,1997-05-28,1997-05-06,1,45.330000000000000000,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10523,SEVES,7,1997-05-01,1997-05-29,1997-05-30,2,77.630000000000000000,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10524,BERGS,1,1997-05-01,1997-05-29,1997-05-07,2,244.790000000000000000,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10525,BONAP,1,1997-05-02,1997-05-30,1997-05-23,2,11.060000000000000000,Bon app',12 rue des Bouchers,Marseille,,13008,France
10526,WARTH,4,1997-05-05,1997-06-02,1997-05-15,2,58.590000000000000000,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10527,QUICK,7,1997-05-05,1997-06-02,1997-05-07,1,41.900000000000000000,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10528,GREAL,6,1997-05-06,1997-05-20,1997-05-09,2,3.350000000000000000,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10529,MAISD,5,1997-05-07,1997-06-04,1997-05-09,2,66.690000000000000000,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
10530,PICCO,3,1997-05-08,1997-06-05,1997-05-12,2,339.220000000000000000,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10531,OCEAN,7,1997-05-08,1997-06-05,1997-05-19,1,8.120000000000000000,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina
10532,EASTC,7,1997-05-09,1997-06-06,1997-05-12,3,74.460000000000000000,Eastern Connection,35 King George,London,,WX3 6FW,UK
10533,FOLKO,8,1997-05-12,1997-06-09,1997-05-22,1,188.040000000000000000,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10534,LEHMS,8,1997-05-12,1997-06-09,1997-05-14,2,27.940000000000000000,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10535,ANTON,4,1997-05-13,1997-06-10,1997-05-21,1,15.640000000000000000,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10536,LEHMS,3,1997-05-14,1997-06-11,1997-06-06,2,58.880000000000000000,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10537,RICSU,1,1997-05-14,1997-05-28,1997-05-19,1,78.850000000000000000,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10538,BSBEV,9,1997-05-15,1997-06-12,1997-05-16,3,4.870000000000000000,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10539,BSBEV,6,1997-05-16,1997-06-13,1997-05-23,3,12.360000000000000000,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10540,QUICK,3,1997-05-19,1997-06-16,1997-06-13,3,1007.640000000000000000,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10541,HANAR,2,1997-05-19,1997-06-16,1997-05-29,1,68.650000000000000000,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10542,KOENE,1,1997-05-20,1997-06-17,1997-05-26,3,10.950000000000000000,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10543,LILAS,8,1997-05-21,1997-06-18,1997-05-23,2,48.170000000000000000,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10544,LONEP,4,1997-05-21,1997-06-18,1997-05-30,1,24.910000000000000000,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10545,LAZYK,8,1997-05-22,1997-06-19,1997-06-26,2,11.920000000000000000,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10546,VICTE,1,1997-05-23,1997-06-20,1997-05-27,3,194.720000000000000000,Victuailles en stock,2 rue du Commerce,Lyon,,69004,France
10547,SEVES,3,1997-05-23,1997-06-20,1997-06-02,2,178.430000000000000000,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10548,TOMSP,3,1997-05-26,1997-06-23,1997-06-02,2,1.430000000000000000,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10549,QUICK,5,1997-05-27,1997-06-10,1997-05-30,1,171.240000000000000000,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10550,GODOS,7,1997-05-28,1997-06-25,1997-06-06,3,4.320000000000000000,Godos Cocina Típica,C/ Romero 33,Sevilla,,41101,Spain
10551,FURIB,4,1997-05-28,1997-07-09,1997-06-06,3,72.950000000000000000,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10552,HILAA,2,1997-05-29,1997-06-26,1997-06-05,1,83.220000000000000000,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10553,WARTH,2,1997-05-30,1997-06-27,1997-06-03,2,149.490000000000000000,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10554,OTTIK,4,1997-05-30,1997-06-27,1997-06-05,3,120.970000000000000000,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10555,SAVEA,6,1997-06-02,1997-06-30,1997-06-04,3,252.490000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10556,SIMOB,2,1997-06-03,1997-07-15,1997-06-13,1,9.800000000000000000,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10557,LEHMS,9,1997-06-03,1997-06-17,1997-06-06,2,96.720000000000000000,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10558,AROUT,1,1997-06-04,1997-07-02,1997-06-10,2,72.970000000000000000,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10559,BLONP,6,1997-06-05,1997-07-03,1997-06-13,1,8.050000000000000000,Blondel père et fils,24 place Kléber,Strasbourg,,67000,France
10560,FRANK,8,1997-06-06,1997-07-04,1997-06-09,1,36.650000000000000000,Frankenversand,Berliner Platz 43,München,,80805,Germany
10561,FOLKO,2,1997-06-06,1997-07-04,1997-06-09,2,242.210000000000000000,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10562,REGGC,1,1997-06-09,1997-07-07,1997-06-12,1,22.950000000000000000,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10563,RICAR,2,1997-06-10,1997-07-22,1997-06-24,2,60.430000000000000000,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10564,RATTC,4,1997-06-10,1997-07-08,1997-06-16,3,13.750000000000000000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10565,MEREP,8,1997-06-11,1997-07-09,1997-06-18,2,7.150000000000000000,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10566,BLONP,9,1997-06-12,1997-07-10,1997-06-18,1,88.400000000000000000,Blondel père et fils,24 place Kléber,Strasbourg,,67000,France
10567,HUNGO,1,1997-06-12,1997-07-10,1997-06-17,1,33.970000000000000000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10568,GALED,3,1997-06-13,1997-07-11,1997-07-09,3,6.540000000000000000,Galería del gastronómo,Rambla de Cataluña 23,Barcelona,,8022,Spain
10569,RATTC,5,1997-06-16,1997-07-14,1997-07-11,1,58.980000000000000000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10570,MEREP,3,1997-06-17,1997-07-15,1997-06-19,3,188.990000000000000000,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10571,ERNSH,8,1997-06-17,1997-07-29,1997-07-04,3,26.060000000000000000,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10572,BERGS,3,1997-06-18,1997-07-16,1997-06-25,2,116.430000000000000000,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10573,ANTON,7,1997-06-19,1997-07-17,1997-06-20,3,84.840000000000000000,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10574,TRAIH,4,1997-06-19,1997-07-17,1997-06-30,2,37.600000000000000000,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
10575,MORGK,5,1997-06-20,1997-07-04,1997-06-30,1,127.340000000000000000,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany
10576,TORTU,3,1997-06-23,1997-07-07,1997-06-30,3,18.560000000000000000,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10577,TRAIH,9,1997-06-23,1997-08-04,1997-06-30,2,25.410000000000000000,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
10578,BSBEV,4,1997-06-24,1997-07-22,1997-07-25,3,29.600000000000000000,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10579,LETSS,1,1997-06-25,1997-07-23,1997-07-04,2,13.730000000000000000,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10580,OTTIK,4,1997-06-26,1997-07-24,1997-07-01,3,75.890000000000000000,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10581,FAMIA,3,1997-06-26,1997-07-24,1997-07-02,1,3.010000000000000000,Familia Arquibaldo,Rua Orós 92,Sao Paulo,SP,05442-030,Brazil
10582,BLAUS,3,1997-06-27,1997-07-25,1997-07-14,2,27.710000000000000000,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10583,WARTH,2,1997-06-30,1997-07-28,1997-07-04,2,7.280000000000000000,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10584,BLONP,4,1997-06-30,1997-07-28,1997-07-04,1,59.140000000000000000,Blondel père et fils,24 place Kléber,Strasbourg,,67000,France
10585,WELLI,7,1997-07-01,1997-07-29,1997-07-10,1,13.410000000000000000,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10586,REGGC,9,1997-07-02,1997-07-30,1997-07-09,1,0.480000000000000000,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10587,QUEDE,1,1997-07-02,1997-07-30,1997-07-09,1,62.520000000000000000,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10588,QUICK,2,1997-07-03,1997-07-31,1997-07-10,3,194.670000000000000000,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10589,GREAL,8,1997-07-04,1997-08-01,1997-07-14,2,4.420000000000000000,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10590,MEREP,4,1997-07-07,1997-08-04,1997-07-14,3,44.770000000000000000,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10591,VAFFE,1,1997-07-07,1997-07-21,1997-07-16,1,55.920000000000000000,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
